医院简介,医院类别,id_number,医院名称,医院等级,单位地址,邮    编,所属区县
<br>,社区卫生站,6162002,丰台区西罗园街道西罗园四区社区卫生服务站,未评级,丰台区西罗园四区15号楼西1、2号, ,丰台区
<br>,对外综合,6161003,北京市丰台区二七南社区卫生服务中心,一级,丰台区长辛店崔村二里18号, ,丰台区
<br>,社区卫生站,6162020,丰台区卢沟桥街道青塔第二社区卫生服务站,未评级,丰台区卢沟桥街道小屯路甲2号院商4-2、商4-3, ,丰台区
<br>,社区卫生站,6162019,丰台区宛平街道宛平社区卫生服务站,未评级,北京市丰台区卢沟桥北里4楼西侧平房, ,丰台区
<br>,社区卫生站,6162017,丰台区云岗街道南区社区卫生服务站,未评级,北京市丰台区云岗北区北里7号, ,丰台区
<br>,社区卫生站,6162016,丰台区和义街道南苑北里社区卫生服务站,未评级,北京市丰台区南苑北里社区第二社区居委会旁, ,丰台区
<br>,社区卫生站,6162014,丰台区新村街道明春苑社区卫生服务站,未评级,北京市丰台区明春苑小区6号楼一层, ,丰台区
<br>,社区卫生站,6162018,丰台区云岗街道北区社区卫生服务站,未评级,北京市丰台区云岗北区静欣园6号, ,丰台区
<br>,社区卫生站,6162013,丰台区南苑街道南庭新苑社区卫生服务站,未评级,丰台区南苑槐房西路318号院20号楼, ,丰台区
<br>,社区卫生站,6162012,丰台区新村街道万柳园社区卫生服务站,未评级,丰台区万柳园小区1号楼, ,丰台区
<br>,社区卫生站,6162011,丰台区丰台街道东大街西里社区卫生服务站,未评级,丰台区庄维花苑9号楼, ,丰台区
<br>,社区卫生站,6162010,丰台区丰台街道泥洼社区卫生服务站,未评级,丰台区丰台镇泥洼二区10号楼, ,丰台区
<br>,社区卫生站,6162009,丰台区新村街道科学城深富街社区卫生服务站,未评级,丰台区韩庄子三里八号楼10号, ,丰台区
<br>,社区卫生站,6162008,丰台区东高地街道万源路社区卫生服务站,未评级,丰台区万源路文化广场东侧平房, ,丰台区
<br>,社区卫生站,6162021,丰台区大红门街道西马小区社区卫生服务站,未评级,丰台区大红门西马厂南里二区12号楼, ,丰台区
<br>,社区卫生站,6162032,丰台区大红门街道世华水岸社区卫生服务站,未评级,丰台区光彩路72号院院外2号楼, ,丰台区
<br>,社区卫生站,6162031,丰台区马家堡街道马家堡社区卫生服务站,未评级,丰台区马家堡西里53号楼, ,丰台区
<br>,社区卫生站,6162030,丰台区铁营街道铁营社区卫生服务站,未评级,北京市丰台区宋家庄顺八条8号院一区3号楼, ,丰台区
<br>,社区卫生站,6162029,丰台区太平桥街道太平桥社区卫生服务站,未评级,丰台区太平桥35号楼北侧平房, ,丰台区
<br>,社区卫生站,6162028,丰台区右安门街道玉林社区卫生服务站,未评级,丰台区右安门外玉林里38号楼, ,丰台区
<br>,社区卫生站,6162027,丰台区西罗园街道洋桥北里社区卫生服务站,未评级,北京市丰台区洋桥北里小区11号楼东侧, ,丰台区
<br>,社区卫生站,6162026,丰台区铁营街道赵公口社区卫生服务站,未评级,丰台区赵公口小区17楼104号, ,丰台区
<br>,社区卫生站,6162025,丰台区铁营街道成寿寺社区卫生服务站,未评级,丰台区宋庄路红狮家园北区三号楼一单元一层, ,丰台区
<br>,社区卫生站,6162040,丰台区方庄街道芳城东里社区卫生服务站,未评级,丰台区左安门外紫芳园二区5号楼3单元103号, ,丰台区
<br>,社区卫生站,6162039,丰台区方庄街道芳城园社区卫生服务站,未评级,丰台区芳城园1区2号楼一层, ,丰台区
<br>,社区卫生站,6162038,丰台区方庄街道芳古园社区卫生服务站,未评级,丰台区芳古园1区32号楼一层, ,丰台区
<br>,社区卫生站,6162037,丰台区方庄街道芳星园社区卫生服务站,未评级,北京市丰台区芳星园二区19号楼一层, ,丰台区
<br>,社区卫生站,6162036,丰台区卢沟桥街道五里店社区卫生服务站,未评级,北京市丰台区五里店小区南里10号, ,丰台区
<br>,社区卫生站,6162035,丰台区右安门街道翠林社区卫生服务站,未评级,丰台区翠林小区二里1号楼, ,丰台区
<br>,社区卫生站,6162034,丰台区卢沟桥街道青塔社区卫生服务站,未评级,丰台区青塔小区秀园13号楼201号, ,丰台区
<br>,社区卫生站,6162033,北京市丰台区和义街道和义西里社区卫生服务站,未评级,北京市丰台区大红门南路58号, ,丰台区
<br>,社区卫生站,6162024,丰台区长辛店街道珠光御景嘉园社区卫生服务站,未评级,丰台区长云路2号院珠光御景嘉园10号楼02、03号铺, ,丰台区
<br>,社区卫生站,6162023,丰台区长辛店街道玉皇庄社区卫生服务站,未评级,北京市丰台区长辛店镇东南街134号, ,丰台区
<br>,社区卫生站,6162022,丰台区大红门街道西罗园南里社区卫生服务站,未评级,丰台区大红门街道西罗园南里华运小区38--1104号, ,丰台区
<br>,社区卫生站,6162041,丰台区方庄街道芳群园社区卫生服务站,未评级,丰台区芳群园1区14号楼一层, ,丰台区
<br>,社区卫生站,6162054,大红门街道京温社区卫生服务站,未评级,北京市丰台区海户屯小区15号楼北侧东4号, ,丰台区
<br>,社区卫生站,6162053,北京市丰台区大红门街道海慧寺社区卫生服务站,未评级,北京市丰台区海慧寺1号南院, ,丰台区
<br>,社区卫生站,6162052,东铁营街道城外城社区卫生服务站,未评级,北京市丰台永外东铁营苇子坑2号, ,丰台区
<br>,社区卫生站,6162051,丰台区卢沟桥街道青塔东里社区卫生服务站,未评级,丰台区青塔东里七号院15号楼1门1号, ,丰台区
<br>,社区卫生站,6162050,丰台区东高地街道万东社区卫生服务站,未评级,丰台区东高地南街甲1号, ,丰台区
<br>,社区卫生站,6162049,丰台区花乡育芳园社区卫生服务站,未评级,北京市丰台区花乡育芳园小区39号, ,丰台区
<br>,社区卫生站,6162061,长辛店街道杜家坎社区卫生服务站,未评级,北京市丰台区长辛店镇玉皇庄教师楼附属平房, ,丰台区
<br>,社区卫生站,6162059,丰台区长辛店街道崔村一里社区卫生服务站,未评级,北京市丰台区长辛店街道崔村一里44号楼北侧, ,丰台区
<br>,社区卫生站,6162058,丰台区王佐镇南宫社区卫生服务站,未评级,北京市丰台区王佐镇南宫社区10号楼对面, ,丰台区
<br>,社区卫生站,6162057,丰台街道新华街社区卫生服务站,未评级,北京市丰台区丰台镇新华街七里, ,丰台区
<br>,社区卫生站,6162056,丰台区西罗园街道洋桥西里社区卫生服务站,未评级,北京市丰台区洋桥西里29号楼前商用房, ,丰台区
<br>,社区卫生站,6162055,丰台区西罗园街道西罗园社区卫生服务站,未评级,丰台区西罗园三区中心花园西北角, ,丰台区
<br>,社区卫生站,6162047,丰台区新村街道银地社区卫生服务站,未评级,丰台区银地家园26号楼一层, ,丰台区
<br>,社区卫生站,6162046,丰台区长辛店街道崔村社区卫生服务站,未评级,北京市丰台区长辛店崔村, ,丰台区
<br>,社区卫生站,6162045,丰台区长辛店街道张家坟社区卫生服务站,未评级,北京市丰台区张家坟东里5楼75号, ,丰台区
<br>,社区卫生站,6162048,丰台区太平桥街道天伦小区社区卫生服务站,未评级,北京市丰台区太平桥街道天伦小区, ,丰台区
<br>,社区卫生站,6162044,北京市丰台区卢沟桥街道望园社区卫生服务站,未评级,北京市丰台区西四环南路52号, ,丰台区
<br>,社区卫生站,6162043,丰台区南苑街道诚苑社区卫生服务站,未评级,北京市丰台区诚苑南里1号楼, ,丰台区
<br>,社区卫生站,6162042,丰台区卢沟桥街道莲宝路社区卫生服务站,未评级,丰台区马官营南路6号院五号楼3号, ,丰台区
<br>,社区卫生站,6162062,东高地街道西洼地社区卫生服务站,未评级,北京市丰台区南苑东路5号, ,丰台区
<br>,社区卫生站,6162120,北京市丰台区西罗园街道角门东里第二社区卫生服务站,未评级,北京市丰台区角门北路8号院1号楼1层101 , ,丰台区
<br>,社区卫生站,6162092,北京市丰台区新村街道新村社区卫生服务站,未评级,北京市丰台区葛村西里1号北京市三环英和医院一层西侧  , ,丰台区
<br>,社区卫生站,6162091,北京市丰台区太平桥街道六里桥南里社区卫生服务站,未评级,北京市丰台区华源一里9号楼底商D132/133/134号、北京市丰台区华源一里甲1号楼1层, ,丰台区
<br>,社区卫生站,6162087,丰台区太平桥街道万泉寺社区卫生服务站,未评级,丰台区万泉寺南里14号楼对面, ,丰台区
<br>,社区卫生站,6162126,北京市丰台区花乡草桥村社区卫生服务站,未评级,北京市丰台区草桥欣园乙10号楼, ,丰台区
<br>,社区卫生站,6162125,北京市丰台区花乡葆台村社区卫生服务站,未评级,北京市丰台区花乡葆台村, ,丰台区
<br>,社区卫生站,6162123,北京市丰台区丰台街道南开西里社区卫生服务站,未评级,北京市丰台区丰台镇桥南看丹路30号, ,丰台区
<br>,社区卫生站,6162122,北京市丰台区丰台街道丰益花园社区卫生服务站,未评级,北京市丰台区丰管路1号院12号楼北侧, ,丰台区
<br>,社区卫生站,6162121,北京市丰台区大红门街道木材厂社区卫生服务站,未评级,北京市丰台区马家堡东路108号院1号楼1层, ,丰台区
<br>,社区卫生站,6162076,北京市丰台区马家堡街道镇国寺社区卫生服务站,未评级,北京市丰台区镇国寺北街4号院2号楼601室, ,丰台区
<br>,社区卫生站,6162075,丰台区大红门街道珠江骏景社区卫生服务站,未评级,丰台区永外果园43号骏景园北区5号楼101--102室, ,丰台区
<br>,社区卫生站,6162090,丰台区右安门街道玉林西里社区卫生服务站,未评级,丰台区右安门外玉林西里60号楼西侧平房2号, ,丰台区
<br>,社区卫生站,6162069,丰台区卢沟桥街道京铁家园社区卫生服务站,未评级,北京市丰台区京铁家园二区三号楼一层, ,丰台区
<br>,社区卫生站,6162068,丰台区右安门街道东庄社区卫生服务站,未评级,丰台区右外东庄8号楼, ,丰台区
<br>,社区卫生站,6162067,丰台区马家堡街道角门东里社区卫生服务站,未评级,北京市丰台区马家堡角门东里1号院, ,丰台区
<br>,社区卫生站,6162066,丰台区南苑乡果园鑫福里社区卫生服务站,未评级,北京市丰台区南苑乡果园鑫福里15区甲6号, ,丰台区
<br>,社区卫生站,6162065,丰台区卢沟桥街道大成社区卫生服务站,未评级,丰台区梅市口路15号3号楼底商, ,丰台区
<br>,社区卫生站,6162064,丰台区东高地街道益丰园社区卫生服务站,未评级,丰台区东高地益丰园小区东侧, ,丰台区
<br>,社区卫生站,6162063,北京市丰台区东铁营街道南方庄社区卫生服务站,未评级,北京市丰台区南方庄2号院5号楼110/210/209, ,丰台区
<br>,社区卫生站,6162128,北京市丰台区花乡高立庄村社区卫生服务站,未评级,北京市丰台区花乡高立庄南路9号院18号楼, ,丰台区
<br>,社区卫生站,6162141,北京市丰台区卢沟桥乡靛厂村社区卫生服务站,未评级,北京市丰台区卢沟桥乡靛厂村, ,丰台区
<br>,社区卫生站,6162140,北京市丰台区卢沟桥乡大瓦窑村社区卫生服务站,未评级,北京市丰台区卢沟桥乡大瓦窑村343号, ,丰台区
<br>,社区卫生站,6162139,北京市丰台区卢沟桥乡大井村社区卫生服务站,未评级,北京市丰台区程庄南里一号楼4层, ,丰台区
<br>,社区卫生站,6162150,北京市丰台区卢沟桥乡小瓦窑村社区卫生服务站,未评级,北京市丰台区卢沟桥乡小瓦窑村, ,丰台区
<br>,社区卫生站,6162149,北京市丰台区卢沟桥乡小屯村社区卫生服务站,未评级,丰台区小屯村小屯西路甲3号, ,丰台区
<br>,社区卫生站,6162148,北京市丰台区卢沟桥乡小井村社区卫生服务站,未评级,北京市丰台区卢沟桥乡小井村87号, ,丰台区
<br>,社区卫生站,6162147,北京市丰台区卢沟桥乡西局村社区卫生服务站,未评级,北京市丰台区卢沟桥乡西局村, ,丰台区
<br>,社区卫生站,6162146,北京市丰台区卢沟桥乡万泉寺村社区卫生服务站,未评级,北京市丰台区卢沟桥乡万泉寺村, ,丰台区
<br>,社区卫生站,6162145,北京市丰台区卢沟桥乡太平桥村社区卫生服务站,未评级,北京市丰台区太平桥华源一里8号院（北门太平桥183号）, ,丰台区
<br>,社区卫生站,6162144,北京市丰台区卢沟桥乡马连道村社区卫生服务站,未评级,北京市丰台区卢沟桥乡马连道村, ,丰台区
<br>,社区卫生站,6162138,北京市丰台区卢沟桥街道莲花池西里社区卫生服务站,未评级,北京市丰台区莲花池西里6号院17号楼1层南侧, ,丰台区
<br>,社区卫生站,6162137,北京市丰台区卢沟桥街道丰体时代社区卫生服务站,未评级,北京市丰台区丰体南路1号院11幢1层101, ,丰台区
<br>,社区卫生站,6162136,北京市丰台区卢沟桥街道靛厂新区社区卫生服务站,未评级,北京市丰台区靛厂路26号12号楼底商, ,丰台区
<br>,社区卫生站,6162135,北京市丰台区花乡榆树庄村社区卫生服务站,未评级,北京市丰台区花乡榆树庄村88号, ,丰台区
<br>,社区卫生站,6162134,北京市丰台区花乡羊坊村社区卫生服务站,未评级,北京市丰台区花乡羊坊村甲一号, ,丰台区
<br>,社区卫生站,6162133,北京市丰台区花乡新发地村社区卫生服务站,未评级,北京市丰台区花乡新发地村1号, ,丰台区
<br>,社区卫生站,6162132,北京市丰台区花乡六圈村社区卫生服务站,未评级,北京市丰台区花乡六圈村, ,丰台区
<br>,社区卫生站,6162131,北京市丰台区花乡看丹村社区卫生服务站,未评级,北京市丰台区花乡看丹村170号, ,丰台区
<br>,社区卫生站,6162130,北京市丰台区花乡黄土岗村社区卫生服务站,未评级,北京市丰台区花乡黄土岗村94号, ,丰台区
<br>,社区卫生站,6162151,北京市丰台区卢沟桥乡岳各庄村社区卫生服务站,未评级,北京市丰台区西四环中路112号3-1号楼底商, ,丰台区
<br>,社区卫生站,6162163,北京市丰台区王佐镇南宫村社区卫生服务站,未评级,北京市丰台区王佐乡南宫村长青路103号院242号, ,丰台区
<br>,社区卫生站,6162162,北京市丰台区王佐镇佃起村社区卫生服务站,未评级,北京市丰台区王佐乡佃起村, ,丰台区
<br>,社区卫生站,6162170,北京市丰台区长辛店镇赵辛店村社区卫生服务站,未评级,北京市丰台区长辛店镇赵辛店村, ,丰台区
<br>,社区卫生站,6162169,北京市丰台区长辛店镇张郭庄村社区卫生服务站,未评级,北京市丰台区长辛店乡张郭庄村43号, ,丰台区
<br>,社区卫生站,6162168,北京市丰台区长辛店镇太子峪村社区卫生服务站,未评级,北京市丰台区长辛店乡太子峪村6号, ,丰台区
<br>,社区卫生站,6162167,北京市丰台区长辛店镇李家峪村社区卫生服务站,未评级,北京市丰台区长辛店乡李家峪村, ,丰台区
<br>,社区卫生站,6162166,北京市丰台区新村街道鸿业兴园社区卫生服务站,未评级,丰台区鸿业兴园二区2号楼二层东侧, ,丰台区
<br>,社区卫生站,6162165,北京市丰台区王佐镇自然城社区卫生服务站,未评级,丰台区王佐镇自然城居住区A1号, ,丰台区
<br>,社区卫生站,6162164,北京市丰台区王佐镇魏各庄社区卫生服务站,未评级,北京市丰台区王佐镇鑫湖家园35号楼, ,丰台区
<br>,社区卫生站,6162161,北京市丰台区太平桥街道三路居社区卫生服务站,未评级,丰台区凤凰嘴甲6号, ,丰台区
<br>,社区卫生站,6162160,北京市丰台区南苑乡新宫村社区卫生服务站,未评级,北京市丰台区南苑乡新宫村, ,丰台区
<br>,社区卫生站,6162159,北京市丰台区南苑乡石榴庄村社区卫生服务站,未评级,北京市丰台区南苑乡石榴庄村, ,丰台区
<br>,社区卫生站,6162158,北京市丰台区南苑乡南苑村社区卫生服务站,未评级,北京市丰台区南苑五爱屯西街25号, ,丰台区
<br>,社区卫生站,6162157,北京市丰台区南苑乡槐房村社区卫生服务站,未评级,北京市丰台区南苑乡槐房村, ,丰台区
<br>,社区卫生站,6162156,北京市丰台区马家堡街道瑞丽江畔社区卫生服务站,未评级,丰台区马家堡西路28号院8号楼, ,丰台区
<br>,社区卫生站,6162155,北京市丰台区马家堡街道城南嘉园社区卫生服务站,未评级,北京市丰台区马家堡路154号院1号楼1层, ,丰台区
<br>,社区卫生站,6162154,北京市丰台区卢沟桥乡周庄子村社区卫生服务站,未评级,北京市丰台区后泥洼251号, ,丰台区
<br>,社区卫生站,6162153,北京市丰台区卢沟桥乡郑常庄村社区卫生服务站,未评级,北京市丰台区卢沟桥乡靛厂路50号院2号楼一层, ,丰台区
<br>,社区卫生站,6162152,北京市丰台区卢沟桥乡张仪村社区卫生服务站,未评级,北京市丰台区卢沟桥乡张仪村87号, ,丰台区
<br>,社区卫生站,6162171,丰台区大红门街道海上海花园社区卫生服务站,未评级,北京市丰台区马家堡东路16号院19号楼一层, ,丰台区
<br>,对外综合,7110003,清华大学玉泉医院,二级,石景山区石景山路5号, ,石景山区
<br>,对外中医,7110010,北京中康佳中医药研究院长庚医院,一级,北京市石景山区古城南里8号, ,石景山区
<br>,对外综合,7110029,北京市石景山区社会福利院医务室,未评级,北京市石景山区杨庄路１７号, ,石景山区
<br>,对外综合,7110009,首钢矿山医院,二级,河北省迁安市、河北省迁安市首钢水厂铁矿生活区, ,石景山区
<br>,社区卫生站,7110008,北京市石景山区杨庄医院（北京市石景山区杨庄社区卫生服务站）,一级,石景山区杨庄村西口, ,石景山区
<br>,对外综合,7110007,中国瑞达投资发展集团公司门诊部,未评级,北京市石景山区鲁谷路74号院, ,石景山区
<br>,对外专科,7110006,首都医科大学附属北京康复医院（北京工人疗养院）,三级,石景山区八大处西下庄, ,石景山区
<br>,对外专科,7110005,北京市石景山区五里坨医院,二级,北京市石景山区石门路322号、石门路322-1号（原五里坨农运站三元厂院内）, ,石景山区
<br>,对外综合,7110001,北京大学首钢医院,三级,北京市石景山区晋元庄路9号, ,石景山区
<br>,对外综合,7110004,北京市石景山医院,二级,北京市石景山区石景山路24号, ,石景山区
<br>,对内,7100048,北京市石景山区颐养年养老院医务室,未评级,北京市石景山区八大处路临50号, ,石景山区
<br>,社区卫生站,6162179,丰台区长辛店镇大灰厂第一社区卫生服务站,未评级,丰台区长辛店大灰厂462号, ,丰台区
<br>,社区卫生站,6162178,丰台区长辛店街道西峰寺社区卫生服务站,未评级,丰台区长辛店西峰寺平房, ,丰台区
<br>,社区卫生站,6162177,丰台区长辛店街道奥林匹克花园社区卫生服务站,未评级,丰台区长辛店长兴路12号中体奥园一区3号楼底商101, ,丰台区
<br>,社区卫生站,6162176,丰台区长辛店街道201所社区卫生服务站,未评级,丰台区长辛店杜家坎九号院, ,丰台区
<br>,社区卫生站,6162175,丰台区新村街道富锦嘉园社区卫生服务站,未评级,北京市丰台区新村街道富锦嘉园二区9号楼一层, ,丰台区
<br>,社区卫生站,6162174,丰台区太平桥街道顺驰蓝调社区卫生服务站,未评级,北京市丰台区三路居路88号院4号楼1单元104, ,丰台区
<br>,社区卫生站,6162173,丰台区花乡纪家庙社区卫生服务站,未评级,北京市丰台区纪家庙8号, ,丰台区
<br>,社区卫生站,6162172,丰台区丰台街道丽泽景园社区卫生服务站,未评级,北京市丰台区丰益桥西益泽路1号丽泽景园16号楼, ,丰台区
<br>,对外综合,7110030,北京市石景山区八角社区卫生服务中心,未评级,北京市石景山区八角北路, ,石景山区
<br>,社区卫生站,7130002,北京市石景山区西山社区卫生服务站,未评级,北京市石景山区黑石头, ,石景山区
<br>,对外综合,7111005,北京石景山同心医院,未评级,北京市石景山区鲁谷大街吴家村, ,石景山区
<br>,对外专科,7155001,北京市石景山区急救站,未评级,北京市石景山区石景山路24号, ,石景山区
<br>,对外专科,7152001,北京市石景山区妇幼保健院,二级,石景山区依翠园5号, ,石景山区
<br>,对外中医,7151054,北京石景山路安康中医医院,一级,北京市石景山区模式口南里, ,石景山区
<br>,对外中医,7151053,北京石景山模式口中医医院,一级,北京市石景山区模式口大街甲48号, ,石景山区
<br>,对外中医,7151051,北京联科中医肾病医院,三级,北京市石景山区模式口西102号, ,石景山区
<br>,对外中医,7151001,北京市石景山区中医医院,二级,石景山区八角北路, ,石景山区
<br>,社区卫生站,7131002,北京市石景山区老山街道中础社区卫生服务站,未评级,北京市石景山区石景山路23号院, ,石景山区
<br>,对外中医,7151002,中国中医科学院眼科医院,三级,石景山区鲁谷路33号, ,石景山区
<br>,对内,7131001,中国科学院高能物理研究所卫生所,未评级,石景山区玉泉路19号（乙）院, ,石景山区
<br>,对外综合,7111003,北方工业大学社区卫生服务中心,未评级,北京市石景山区晋元庄5号, ,石景山区
<br>,对外综合,7111001,北京首钢特殊钢有限公司泰康医院,一级,北京市石景山区古城小街1号, ,石景山区
<br>,对外综合,7110052,北京古城都市丽人医院,一级,北京市石景山区古城大街37号, ,石景山区
<br>,对外中医,7110050,北京燕都中西医结合医院,一级,北京市石景山区八宝山南路重兴嘉园1号, ,石景山区
<br>,对外综合,7110043,北京市石景山区广宁街道社区卫生服务中心,未评级,大唐国际发电股份有限公司北京高井热电厂原职工医院院内, ,石景山区
<br>,对内,7110032,北京市石景山区民族养老院医务室,未评级,北京市石景山区模式口南里清真寺西侧、模式口村西102号, ,石景山区
<br>,对外综合,7110031,北京市石景山区五里坨街道社区卫生服务中心,未评级,北京市石景山区石门路３２２号, ,石景山区
<br>,社区卫生站,6162127,北京市丰台区花乡樊家村社区卫生服务站,未评级,北京市丰台区花乡樊家村, ,丰台区
<br>,对外专科,7155002,北京市石景山区疾病预防控制中心门诊部,未评级,北京市石景山区体育场南路6号, ,石景山区
<br>,社区卫生站,7162001,石景山区八角街道古城南里社区卫生服务站,未评级,石景山区古城南里五栋, ,石景山区
<br>,对外综合,7161007,北京市石景山区鲁谷社区卫生服务中心,未评级,北京市石景山区鲁谷小区六合园, ,石景山区
<br>,对外综合,7161006,石景山区苹果园社区卫生服务中心,未评级,北京市石景山区苹果园大街220号, ,石景山区
<br>,对外综合,7161005,石景山区老山社区卫生服务中心,未评级,石景山区老山西里, ,石景山区
<br>,对外综合,7161004,北京市石景山区金顶街社区卫生服务中心,未评级,北京市石景山区金顶北路22号院1号楼, ,石景山区
<br>,对外综合,7161003,石景山区古城社区卫生服务中心,未评级,石景山区古城路, ,石景山区
<br>,社区卫生站,7162017,北京市石景山区金世界社区卫生服务站,未评级,北京市石景山区杨庄北区第二社区居委会, ,石景山区
<br>,社区卫生站,7162015,石景山区八角街道中里社区卫生服务站,未评级,北京市石景山区八角中里居委会, ,石景山区
<br>,社区卫生站,7162012,北京市石景山区古城街道十万平社区卫生服务站,未评级,北京市石景山区古城十万平社区17号楼西侧, ,石景山区
<br>,社区卫生站,7162011,石景山区金顶街街道模西社区卫生服务站,未评级,北京市石景山区模式口西里小区, ,石景山区
<br>,社区卫生站,7162010,石景山区古城街道水泥厂社区卫生服务站,未评级,北京市石景山区京源路68号, ,石景山区
<br>,社区卫生站,7162007,石景山区八宝山街道永乐第二社区卫生服务站,未评级,石景山区八宝山街道永乐东区23号—4—1、2、3、4, ,石景山区
<br>,社区卫生站,7162005,石景山区八角街道南路社区卫生服务站,未评级,北京市石景山区八角南路12栋北侧平房, ,石景山区
<br>,社区卫生站,7162004,石景山区八角街道北里社区卫生服务站,未评级,石景山区八角北里房管所楼1层西门, ,石景山区
<br>,社区卫生站,7162003,石景山区广宁街道麻峪社区卫生服务站,未评级,石景山区麻峪南沟甲5号, ,石景山区
<br>,社区卫生站,7162002,北京市石景山区八宝山街道远洋山水社区卫生服务站,未评级,北京市石景山区玉泉西里二区29号楼, ,石景山区
<br>,对外综合,7161002,北京市石景山区八宝山社区卫生服务中心,未评级,北京市石景山区鲁谷东街38号, ,石景山区
<br>,对外中医,7159035,北京石景山八大处中西医结合医院,一级,北京市石景山区实兴大街11号5幢1至4层, ,石景山区
<br>,对外专科,7155003,北京石景山易仁中医骨伤医院,一级,北京市石景山区冠景新城B区3号楼, ,石景山区
<br>,社区卫生站,7162018,石景山区八角街道八角北路社区卫生服务站,未评级,北京市石景山区八角北路小区17栋, ,石景山区
<br>,社区卫生站,7162042,北京市石景山区重兴园社区卫生服务站,未评级,北京市石景山区八宝山南路重兴嘉园1号一层, ,石景山区
<br>,社区卫生站,7162037,北京市石景山区苹果园街道西山枫林社区卫生服务站,未评级,北京市石景山区香山南路166号院56号, ,石景山区
<br>,社区卫生站,7162027,北京市石景山区依翠园社区卫生服务站,未评级,石景山区依翠园5号, ,石景山区
<br>,社区卫生站,7162033,石景山区金顶街四区社区卫生服务站,未评级,北京市石景山区金顶街四区, ,石景山区
<br>,社区卫生站,7162026,石景山区苹果园街道海特花园社区卫生服务站,未评级,北京市石景山区苹果园街道海特花园45楼101、102室, ,石景山区
<br>,社区卫生站,7162025,北京市石景山区古城街道老古城社区卫生服务站,未评级,北京市石景山区老古城北后道8号, ,石景山区
<br>,社区卫生站,7162056,北京市石景山区古城街道滨和园东社区卫生服务站,未评级,北京市石景山区燕堤中街6号院3号楼1层, ,石景山区
<br>,社区卫生站,7162055,北京市石景山区八角街道融景城社区卫生服务站,未评级,北京市石景山区景阳东街67号院C1号楼3层, ,石景山区
<br>,社区卫生站,7162049,首钢矿山水厂社区卫生服务站,未评级,首钢矿山医院水厂第二住院部一层, ,石景山区
<br>,社区卫生站,7162046,北京市石景山区五里坨街道南宫社区卫生服务站,未评级,北京市石景山区石门路368号, ,石景山区
<br>,社区卫生站,7162045,北京市石景山区璟都馨园社区卫生服务站,未评级,北京市石景山区时代花园南路28号院2楼, ,石景山区
<br>,社区卫生站,7162044,北京市石景山区苹果园街道雍景四季社区卫生服务站,未评级,北京市石景山区苹果园街道冠景新城B区12号楼首层106室, ,石景山区
<br>,社区卫生站,7162041,北京市石景山区广宁街道寿山福海社区卫生服务站,未评级,北京市石景山区双峪路23号, ,石景山区
<br>,社区卫生站,7162040,北京市石景山区八宝山街道远洋沁山水社区卫生服务站,未评级,北京市石景山区玉泉西里1区1号楼1层, ,石景山区
<br>,社区卫生站,7162039,北京市石景山区苹果园街道刘娘府社区卫生服务站,未评级,北京市石景山区八大处高科技园区西井路19号院1号楼2门201室, ,石景山区
<br>,社区卫生站,7162023,北京市石景山区鲁谷街道永乐社区卫生服务站,未评级,北京市石景山区永乐西小区23号楼底商, ,石景山区
<br>,社区卫生站,7162021,石景山区金顶街街道模东社区卫生服务站,未评级,北京市石景山区模式口东里模五居民区, ,石景山区
<br>,社区卫生站,7162020,石景山区苹果园街道西黄村社区卫生服务站,未评级,北京市石景山区田村路559号, ,石景山区
<br>,社区卫生站,7162019,北京市石景山区金顶街街道赵山社区卫生服务站,未评级,北京市石景山区金顶街赵山宿舍院内平房, ,石景山区
<br>,社区卫生站,7162057,北京市石景山区古城街道滨和园西社区卫生服务站,未评级,北京市石景山区燕堤西街7号院1号楼1层, ,石景山区
<br>,对内,8100141,北京市海淀区爱暮家养老院医务室,未评级,北京市海淀区香山新营20号B座一层东配楼东侧, ,海淀区
<br>,对内,8100140,北京海淀龙泉老年公寓医务室,未评级,北京市海淀区聂各庄路46号北京海淀龙泉老年公寓办公区2、3、4号, ,海淀区
<br>,对内,8100138,北京工业大学西区医务室,未评级,北京市海淀区三虎桥南路17号院北院, ,海淀区
<br>,对内,8100137,北京电影学院医务室,未评级,北京市海淀区西土城路4号, ,海淀区
<br>,对外综合,8110005,中国人民解放军空军航空医学研究所附属医院,三级,北京市海淀区昌运宫15号, ,海淀区
<br>,对外综合,8110004,中国人民解放军空军总医院,三级,北京市海淀区阜成路30号, ,海淀区
<br>,对外综合,8110003,中国人民解放军总医院（301医院）,三级,北京市海淀区复兴路28号、海南省三亚市海棠湾镇江林村, ,海淀区
<br>,对外综合,8110002,首都医科大学附属北京世纪坛医院（北京铁路总医院）,三级,北京市海淀区羊坊店铁医路10号、北京市海淀区复兴路10号中国铁路总公司办公楼主楼106-107室、北京市西城区茶源路18号西门北侧耳房, ,海淀区
<br>,对外综合,8110001,中国人民解放军海军总医院,三级,北京市海淀区阜成路6号, ,海淀区
<br>,对内,8100173,北京市海淀区玉渊潭乡敬老院医务室,未评级,北京市海淀区阜石路38号, ,海淀区
<br>,对内,8100145,北京市海淀区纳兰园老年公寓医务室,未评级,北京市海淀区上庄翠湖旅游区内静心园2号, ,海淀区
